porB,tbpB,ST
6985,4,13590
1226,483,13591
7845,1039,13592
7846,21,13593
147,1036,13594
6660,4,13595
7847,1058,13596
1053,2326,13597
7848,483,13598
488,1461,13599
7849,294,13600
387,996,13601
4179,1039,13602
7850,913,13603
7851,563,13604
581,367,13605
5871,446,13606
7852,10,13607
5998,33,13608
1053,1093,13609
1202,33,13610
1727,75,13611
7853,1780,13612
7854,907,13613
7855,4,13614
2922,324,13615
7856,1093,13616
7857,4,13617
7858,33,13618
7860,4,13619
1135,2328,13620
7861,186,13621
7862,1093,13622
3021,156,13623
7863,2329,13624
7864,828,13625
7865,33,13626
1483,137,13627
3580,33,13628
7866,4,13629
3786,4,13630
4,996,13631
4,738,13632
251,107,13633
543,2330,13634
7864,186,13635
7867,4,13636
489,1036,13637
7869,75,13638
7870,10,13639
396,4,13640
6001,186,13641
7871,1036,13642
7872,21,13643
543,566,13644
3029,156,13645
7873,566,13646
7874,215,13647
1335,156,13648
7025,33,13649
7875,107,13650
1132,2331,13651
2922,110,13652
7291,1780,13653
2922,444,13654
583,33,13655
7876,1560,13656
1997,75,13657
2978,831,13658
5983,4,13659
7877,1036,13660
147,328,13661
7878,10,13662
7879,33,13663
7880,137,13664
182,483,13665
866,234,13666
7881,1036,13667
7882,33,13668
256,2093,13669
7883,4,13670
1785,186,13671
7884,156,13672
7885,4,13673
7886,21,13674
7887,33,13675
543,2332,13676
1132,428,13677
328,2333,13678
7291,1036,13679
7888,444,13680
3971,21,13681
315,2334,13682
1495,2335,13683
7890,137,13684
7891,1039,13685
7892,870,13686
7893,33,13687
7894,294,13688
1506,186,13689
7895,110,13690
6535,2336,13691
581,1036,13692
2318,2328,13693
2104,186,13694
7896,1473,13695
407,1036,13696
2081,33,13697
1495,137,13698
7898,21,13699
6005,33,13700
1483,21,13701
1132,2337,13702
7859,1058,13703
7900,1820,13704
1838,570,13705
7902,33,13706
7903,1036,13707
3942,21,13708
3580,2338,13709
7904,1036,13710
7905,328,13711
7906,4,13712
1135,2339,13713
1132,2340,13714
7907,156,13715
7908,483,13716
7909,156,13717
7910,1352,13718
7911,33,13719
1208,1091,13720
7926,738,13721
7927,953,13722
7928,10,13723
7929,10,13724
3046,33,13725
7930,602,13726
7111,33,13727
7931,186,13728
28,953,13729
7792,563,13730
7932,18,13731
3031,18,13732
7933,1659,13733
1132,1136,13734
1132,1336,13735
1808,2274,13736
7934,2346,13737
7935,137,13738
6653,186,13739
1211,18,13740
435,33,13741
7936,39,13742
30,893,13743
3383,110,13744
880,2347,13745
206,332,13746
1763,2348,13747
7937,18,13748
19,2209,13749
3031,1786,13750
4836,620,13751
7938,27,13752
7939,2349,13753
7940,29,13754
7941,165,13755
7942,2350,13756
7943,60,13757
7944,24,13758
7945,60,13759
7946,143,13760
7947,186,13761
6792,2351,13762
7948,10,13763
7949,153,13764
6792,21,13765
6653,954,13766
7950,2352,13767
7946,60,13768
7945,18,13769
7951,165,13770
119,189,13771
147,1268,13772
6946,1388,13773
265,91,13774
292,1582,13775
7605,953,13776
7952,1388,13777
7953,1531,13778
5099,2118,13779
7954,563,13780
7955,18,13781
7956,29,13782
7601,1189,13783
3642,18,13784
5853,1219,13785
7958,907,13786
3235,752,13787
7959,21,13788
2425,33,13789
7957,10,13790
7961,738,13791
7962,1302,13792
7963,4,13793
7949,156,13794
61,50,13795
3402,1073,13796
1718,33,13797
7451,33,13798
214,39,13799
5515,2353,13800
7964,4,13801
7965,4,13802
7966,10,13803
7967,135,13804
7968,2356,13805
301,2043,13806
161,1161,13807
1910,2303,13808
7970,156,13809
7927,4,13810
7969,4,13811
7971,29,13812
1511,137,13813
5318,267,13814
908,2357,13815
7972,743,13816
5860,1189,13817
7973,1189,13818
90,2358,13819
7973,4,13820
1008,2359,13821
90,2360,13822
7974,2361,13823
7975,29,13824
7976,27,13825
536,2362,13826
2147,953,13827
7977,894,13828
2,25,13829
1910,743,13830
7978,72,13831
7979,272,13832
7980,75,13833
7981,110,13834
7982,118,13835
2206,894,13836
6399,110,13837
7983,33,13838
206,2363,13839
7984,21,13840
6810,2043,13841
7987,4,13842
7986,10,13843
7985,10,13844
433,1126,13845
2237,26,13846
406,27,13847
161,719,13848
1927,563,13849
14,953,13850
65,60,13851
2,1100,13852
147,2060,13853
924,29,13854
2146,18,13855
8010,563,13856
28,1766,13857
30,39,13858
1275,75,13859
1808,2369,13860
2290,2370,13861
8011,137,13862
8012,110,13863
90,2371,13864
8013,98,13865
8014,29,13866
8015,33,13867
18,2372,13868
8016,10,13869
8017,137,13870
4270,137,13871
8018,563,13872
8019,137,13873
7182,10,13874
2088,953,13875
8020,10,13876
8021,188,13877
8022,10,13878
8023,110,13879
116,27,13880
8024,110,13881
8025,21,13882
8029,10,13883
7391,4,13884
8027,156,13885
2212,33,13886
8026,2373,13887
6653,119,13888
8030,386,13889
4255,2374,13890
8031,2264,13891
8032,29,13892
30,1634,13893
4550,18,13894
7988,188,13895
7989,1129,13896
7990,743,13897
7991,33,13898
7992,110,13899
90,2364,13900
4444,2365,13901
7988,110,13902
7993,1100,13903
7995,16,13904
7996,16,13905
7995,836,13906
121,2367,13907
7997,10,13908
7999,601,13909
7994,10,13910
8006,21,13911
7998,563,13912
8007,189,13913
8008,505,13914
8009,10,13915
435,2366,13916
7989,10,13917
8000,321,13918
8001,33,13919
8002,33,13920
8003,137,13921
8004,2056,13922
8005,10,13923
435,2367,13924
65,2368,13925
8033,953,13926
8034,137,13927
5904,29,13928
8035,18,13929
465,29,13930
7822,563,13931
8036,2375,13932
8037,738,13933
5692,566,13934
8038,4,13935
8039,1634,13936
8040,953,13937
8041,33,13938
8042,2376,13939
2395,2377,13940
7738,21,13941
7875,21,13942
8043,953,13943
8044,1161,13944
8045,2378,13945
1543,2379,13946
7678,602,13947
2276,953,13948
8046,4,13949
7575,602,13950
8052,137,13951
8050,137,13952
8049,186,13953
8048,602,13954
8051,4,13955
1498,33,13956
169,1314,13957
251,2380,13958
8053,893,13959
8054,110,13960
8055,953,13961
8056,1746,13962
8057,2381,13963
8058,602,13964
4973,60,13965
90,85,13966
55,21,13967
3575,743,13968
5860,2056,13969
8059,563,13970
8060,33,13971
4444,2382,13972
8061,33,13973
2992,29,13974
8047,75,13975
8062,563,13976
8063,897,13977
8064,529,13978
820,2021,13979
8071,10,13980
8072,186,13981
8073,4,13982
8065,29,13983
8066,953,13984
8067,29,13985
8068,29,13986
8069,29,13987
8070,29,13988
8074,29,13989
8075,29,13990
8076,39,13991
1053,2383,13992
1498,4,13993
374,18,13994
8088,16,13995
8090,186,13996
8089,602,13997
2748,110,13998
182,1869,13999
8091,4,14000
8092,2043,14001
8079,2386,14002
8078,629,14003
8077,563,14004
8080,27,14005
1257,1991,14006
5619,27,14007
23,1124,14008
3450,27,14009
8082,135,14010
8084,75,14011
8083,75,14012
3621,4,14013
3538,187,14014
8081,137,14015
37,585,14016
948,2390,14017
8093,6,14018
8094,4,14019
421,2390,14020
8095,1152,14021
8085,2285,14022
8086,2385,14023
7731,2389,14024
1614,2388,14025
1614,2387,14026
3544,118,14027
98,894,14028
8096,135,14029
3389,267,14030
8097,1189,14031
8098,4,14032
123,33,14033
461,135,14034
8099,137,14035
8100,33,14036
8101,4,14037
8102,21,14038
266,2384,14039
8103,1189,14040
2700,20,14041
1053,719,14042
8104,10,14043
8105,10,14044
8106,110,14045
8107,4,14046
7758,1302,14047
8108,2391,14048
8109,953,14049
8110,29,14050
8111,4,14051
8112,98,14052
90,1722,14053
262,18,14054
8115,16,14055
8116,27,14056
442,110,14057
6886,563,14058
2214,33,14059
2652,24,14060
8117,24,14061
8118,24,14062
8119,29,14063
8120,1746,14064
8121,2392,14065
8122,4,14066
8123,4,14067
8124,33,14068
4715,602,14069
2281,33,14070
8125,10,14071
8127,4,14072
1364,110,14073
8126,602,14074
1489,870,14075
2043,267,14076
1796,1459,14077
8128,33,14078
3575,10,14079
8097,1746,14080
8097,137,14081
7260,10,14082
8129,16,14083
6810,2393,14084
8130,4,14085
7970,110,14086
8027,2394,14087
952,2395,14088
8132,4,14089
7210,4,14090
2460,2043,14091
8134,29,14092
8131,186,14093
8133,953,14094
8135,110,14095
8136,563,14096
8137,4,14097
8138,4,14098
8139,563,14099
8140,1461,14100
8141,27,14101
8142,1746,14102
8143,1746,14103
8097,2396,14104
8144,743,14105
8145,21,14106
8146,563,14107
8147,267,14108
8148,2398,14109
581,2397,14110
150,1131,14111
7567,27,14112
3031,208,14113
8149,29,14114
8150,186,14115
8151,29,14116
8152,156,14117
7642,602,14118
4941,135,14119
8153,16,14120
485,110,14121
8154,110,14122
8155,1161,14123
134,33,14124
6094,1971,14125
8156,4,14126
90,2399,14127
7795,2400,14128
5515,953,14129
8157,16,14130
277,98,14131
8158,10,14132
8159,1036,14133
8160,21,14134
8161,137,14135
206,1811,14136
8163,1022,14137
8164,1189,14138
8165,263,14139
870,1606,14140
8166,110,14141
8167,110,14142
8168,29,14143
921,21,14144
8169,110,14145
8170,110,14146
8169,29,14147
8171,110,14148
8172,4,14149
8173,110,14150
8174,10,14151
8175,10,14152
8176,27,14153
8177,110,14154
8178,110,14155
8179,241,14156
4028,21,14157
4054,21,14158
8180,10,14159
8181,10,14160
8182,10,14161
8183,113,14162
8184,21,14163
2569,2404,14164
8185,27,14165
8186,2405,14166
8187,21,14167
8188,27,14168
8189,27,14169
8209,110,14170
8190,10,14171
8191,21,14172
8192,21,14173
4028,1365,14174
8193,110,14175
3215,110,14176
8194,29,14177
8195,529,14178
8196,953,14179
8197,10,14180
8198,110,14181
8199,241,14182
8200,21,14183
8201,21,14184
8202,10,14185
8203,110,14186
8204,2406,14187
1138,1307,14188
8205,21,14189
8206,10,14190
8207,4,14191
8208,241,14192
8209,241,14193
8210,241,14194
5860,272,14195
8211,110,14196
8212,27,14197
3498,27,14198
8213,29,14199
8214,110,14200
8215,110,14201
8216,110,14202
8217,1307,14203
8218,110,14204
8219,1307,14205
6904,272,14206
8220,1354,14207
8221,241,14208
8204,241,14209
8222,110,14210
8223,27,14211
8224,110,14212
8225,137,14213
8226,110,14214
8227,1307,14215
8228,21,14216
2882,1307,14217
8229,241,14218
223,1307,14219
8230,241,14220
4028,27,14221
8231,10,14222
8232,27,14223
8233,241,14224
8234,4,14225
8235,241,14226
8236,10,14227
8237,21,14228
8238,110,14229
8239,110,14230
4270,70,14231
8240,2405,14232
8241,241,14233
8242,27,14234
8243,27,14235
8244,110,14236
8245,27,14237
8246,110,14238
8247,10,14239
1543,27,14240
8248,241,14241
8249,110,14242
8250,241,14243
921,1307,14244
2694,27,14245
8251,10,14246
8252,4,14247
3361,25,14248
3823,1307,14249
8253,110,14250
8254,241,14251
4069,27,14252
8255,27,14253
8256,10,14254
8257,4,14255
8258,10,14256
4028,10,14257
8198,2401,14258
8245,2402,14259
8259,110,14260
8260,110,14261
8261,10,14262
8262,25,14263
8263,10,14264
8264,25,14265
8265,1175,14266
8266,27,14267
8267,241,14268
4669,2403,14269
8270,241,14270
8271,70,14271
8268,4,14272
8269,25,14273
8272,10,14274
8273,18,14275
413,2407,14276
8274,110,14277
8275,16,14278
1808,1901,14279
8276,171,14280
8277,1189,14281
8278,10,14282
2619,10,14283
8280,953,14284
8125,137,14285
8281,21,14286
2212,2112,14287
7393,4,14288
8279,738,14289
5143,1289,14290
8282,1412,14291
1997,752,14292
6549,1036,14293
8283,2118,14294
8113,2408,14295
174,10,14296
8114,18,14297
8284,33,14298
8285,18,14299
8286,1388,14300
7954,1388,14301
1889,29,14302
90,2409,14303
6912,1388,14304
8287,563,14305
262,953,14306
8288,25,14307
8289,29,14308
8290,441,14309
8291,953,14310
8292,602,14311
6810,29,14312
1352,563,14313
2183,2003,14314
8293,27,14315
8294,4,14316
6106,2410,14317
5860,10,14318
8296,137,14319
8295,602,14320
7260,29,14321
8297,33,14322
8298,4,14323
8299,33,14324
8300,602,14325
8301,110,14326
8302,1302,14327
7758,2356,14328
2212,2115,14329
2212,1411,14330
6206,156,14331
8304,137,14332
8097,2411,14333
2723,1746,14334
8306,29,14335
8307,241,14336
8308,241,14337
8309,29,14338
1754,2412,14339
8310,27,14340
8311,110,14341
4918,29,14342
3,563,14343
3037,29,14344
8312,110,14345
8313,24,14346
8314,29,14347
8315,39,14348
147,10,14349
8316,110,14350
8317,1265,14351
8318,39,14352
8319,241,14353
8321,1341,14354
3736,26,14355
8322,27,14356
7153,2413,14357
8323,563,14358
1903,1262,14359
8324,33,14360
7629,1998,14361
4592,121,14362
8325,19,14363
8326,33,14364
8327,16,14365
511,29,14366
1452,137,14367
1489,1884,14368
8328,563,14369
7999,2414,14370
209,455,14371
8329,563,14372
8330,33,14373
8331,118,14374
8332,29,14375
7933,27,14376
5136,24,14377
8333,110,14378
8334,563,14379
1199,110,14380
785,29,14381
8335,10,14382
8336,953,14383
8337,1746,14384
8338,33,14385
3671,612,14386
5306,2415,14387
2430,10,14388
8339,10,14389
8340,16,14390
8341,4,14391
8342,98,14392
6153,2416,14393
8343,602,14394
8344,110,14395
8345,156,14396
8346,4,14397
8347,10,14398
8348,4,14399
8349,21,14400
8350,33,14401
8305,602,14402
8351,602,14403
8036,602,14404
7260,953,14405
7776,1471,14406
7474,602,14407
7352,563,14408
8352,4,14409
8354,10,14410
8353,10,14411
7964,2417,14412
6028,2417,14413
8355,33,14414
8356,33,14415
6720,2418,14416
8357,2419,14417
8358,137,14418
8359,2420,14419
1042,2421,14420
8360,33,14421
8361,1302,14422
8362,4,14423
5860,2423,14424
5860,2424,14425
3480,33,14426
1042,2422,14427
8363,70,14428
8364,33,14429
8365,507,14430
8366,113,14431
8371,29,14432
6932,4,14433
1439,2425,14434
8368,110,14435
8370,110,14436
8369,2276,14437
8372,156,14438
1053,1746,14439
8373,1746,14440
8374,156,14441
8375,21,14442
8376,4,14443
8377,4,14444
8378,1746,14445
6106,2426,14446
2723,267,14447
8379,4,14448
8380,110,14449
8381,21,14450
4,2427,14451
8097,2428,14452
3575,2429,14453
8387,953,14454
8388,33,14455
8390,33,14456
8389,156,14457
8391,538,14458
8392,110,14459
8393,4,14460
7765,602,14461
1511,4,14462
206,1383,14463
8394,29,14464
8395,29,14465
8396,10,14466
5860,2431,14467
8397,4,14468
8398,186,14469
96,2430,14470
8399,4,14471
5515,2432,14472
1824,2433,14473
8400,2433,14474
8401,479,14475
1247,110,14476
3942,107,14477
3772,1383,14478
206,2417,14479
8295,2417,14480
7572,2425,14481
8402,563,14482
8403,4,14483
1378,1189,14484
8404,4,14485
8405,4,14486
8406,29,14487
2142,29,14488
8407,563,14489
8408,4,14490
8409,28,14491
2996,1189,14492
106,50,14493
8410,33,14494
8411,272,14495
8412,135,14496
4018,33,14497
8383,33,14498
8386,24,14499
8385,29,14500
2734,272,14501
2078,267,14502
7973,267,14503
6633,267,14504
1661,27,14505
8413,21,14506
1053,267,14507
908,441,14508
6105,743,14509
6929,1901,14510
5606,2415,14511
1903,267,14512
461,2435,14513
30,2436,14514
8414,135,14515
8415,29,14516
8416,135,14517
8417,1189,14518
8418,4,14519
8419,137,14520
8420,1746,14521
8421,1189,14522
8422,29,14523
8423,4,14524
8424,28,14525
8425,4,14526
8426,579,14527
8427,4,14528
8428,1746,14529
8429,25,14530
8430,24,14531
8431,21,14532
8432,894,14533
8433,602,14534
8434,1161,14535
6846,126,14536
8121,894,14537
8435,10,14538
8436,110,14539
543,2437,14540
8437,186,14541
8438,21,14542
8439,33,14543
8440,156,14544
164,752,14545
1042,1058,14546
8441,4,14547
6485,566,14548
8442,110,14549
6485,1058,14550
8443,186,14551
8444,21,14552
8445,4,14553
8446,21,14554
8447,10,14555
8448,33,14556
8449,75,14557
8450,4,14558
8451,4,14559
8452,294,14560
8453,10,14561
8453,752,14562
8454,752,14563
1132,2438,14564
7867,186,14565
8455,1036,14566
8469,10,14567
8472,156,14568
8470,16,14569
8471,16,14570
8456,4,14571
3942,2439,14572
2405,2440,14573
8457,857,14574
8458,156,14575
1123,2441,14576
4042,905,14577
90,667,14578
214,752,14579
2573,2442,14580
8459,1989,14581
8460,75,14582
8461,2443,14583
8462,2444,14584
8463,137,14585
1135,566,14586
217,483,14587
8464,4,14588
8465,752,14589
7918,75,14590
8466,110,14591
8467,479,14592
8468,4,14593
328,858,14594
5747,2025,14595
997,2452,14596
8484,2449,14597
266,2445,14598
8478,2445,14599
8491,1218,14600
8473,2453,14601
8479,27,14602
8486,674,14603
7074,27,14604
1672,2447,14605
975,2446,14606
8477,2448,14607
8493,29,14608
8474,118,14609
8487,6,14610
1808,2003,14611
3544,6,14612
8488,6,14613
8488,4,14614
8495,6,14615
8489,25,14616
5912,29,14617
8492,2388,14618
116,2388,14619
3144,1218,14620
7338,674,14621
8490,6,14622
8476,156,14623
37,2450,14624
8483,6,14625
8480,27,14626
8482,6,14627
8485,6,14628
8494,75,14629
3369,2451,14630
8461,2454,14631
1132,2443,14632
8501,10,14633
8502,21,14634
8498,10,14635
8500,110,14636
8499,10,14637
8497,10,14638
6990,10,14639
8496,1036,14640
8503,602,14641
8504,4,14642
8382,4,14643
8384,29,14644
8506,110,14645
8507,29,14646
8508,5,14647
8505,156,14648
8509,2455,14649
8510,29,14650
1495,186,14651
8511,10,14652
252,1375,14653
8098,602,14654
7954,118,14655
8367,18,14656
8512,4,14657
1582,21,14658
8513,1189,14659
8514,135,14660
8515,60,14661
4375,455,14662
8516,33,14663
8517,328,14664
8518,60,14665
8519,110,14666
8520,21,14667
8521,60,14668
8522,2089,14669
1456,330,14670
8523,21,14671
8524,455,14672
8525,110,14673
8526,1411,14674
8527,21,14675
8528,21,14676
6435,1089,14677
8529,455,14678
8530,21,14679
8531,4,14680
8532,156,14681
3283,2456,14682
5860,1036,14683
535,894,14684
536,602,14685
3575,33,14686
8533,479,14687
2675,33,14688
8534,6,14689
8535,33,14690
6810,2457,14691
90,2458,14692
6792,602,14693
8536,738,14694
8565,110,14695
8566,188,14696
4164,29,14697
8567,267,14698
8568,953,14699
3031,4,14700
59,2464,14701
407,70,14702
8544,566,14703
8547,137,14704
7662,156,14705
8545,2113,14706
8546,137,14707
8548,137,14708
8549,186,14709
8550,137,14710
8564,29,14711
8563,597,14712
8562,1951,14713
8561,858,14714
8560,137,14715
8559,33,14716
8558,4,14717
8557,4,14718
8556,137,14719
8555,234,14720
8554,2462,14721
8553,21,14722
8552,186,14723
8551,110,14724
8554,566,14725
8543,597,14726
8542,10,14727
8541,2459,14728
8540,597,14729
8539,10,14730
8538,186,14731
8537,29,14732
1132,2460,14733
90,794,14734
223,137,14735
582,2461,14736
1247,1002,14737
1991,156,14738
2035,865,14739
2627,137,14740
4642,794,14741
4654,186,14742
6987,2463,14743
7356,563,14744
7662,4,14745
6435,267,14746
8569,738,14747
8570,2465,14748
8571,10,14749
1322,602,14750
8572,156,14751
8573,10,14752
96,10,14753
1142,2466,14754
261,563,14755
6097,264,14756
8574,2467,14757
8575,18,14758
8576,29,14759
101,1000,14760
8577,29,14761
90,2468,14762
8578,266,14763
8574,188,14764
8357,18,14765
4545,2469,14766
3040,953,14767
8579,1531,14768
55,1971,14769
8580,137,14770
8581,29,14771
8582,1971,14772
8583,602,14773
6792,33,14774
3448,29,14775
8584,2373,14776
8585,2470,14777
8586,137,14778
8587,602,14779
708,29,14780
6993,907,14781
90,1243,14782
8588,4,14783
8589,186,14784
8590,137,14785
8591,4,14786
8116,2472,14787
28,894,14788
5902,894,14789
8592,893,14790
8593,953,14791
96,632,14792
3099,21,14793
8594,2276,14794
251,2471,14795
8595,110,14796
536,29,14797
8596,110,14798
8597,35,14799
1489,2473,14800
7595,18,14801
5475,507,14802
30,563,14803
6946,563,14804
8598,188,14805
8599,21,14806
1757,60,14807
7322,110,14808
883,563,14809
2482,10,14810
8108,27,14811
461,501,14812
8602,6,14813
8585,110,14814
8600,2393,14815
8601,2393,14816
4315,137,14817
8603,4,14818
8604,4,14819
8605,186,14820
8606,190,14821
8607,10,14822
8608,10,14823
8461,752,14824
8615,118,14825
8616,2056,14826
8481,1218,14827
8611,29,14828
8613,1411,14829
8475,4,14830
8610,118,14831
8609,1195,14832
8614,27,14833
8462,6,14834
3580,2477,14835
899,752,14836
543,2476,14837
8618,2114,14838
8619,738,14839
8620,894,14840
8621,2478,14841
402,894,14842
5255,126,14843
1910,894,14844
1910,29,14845
4323,27,14846
3671,894,14847
711,137,14848
8622,29,14849
581,2479,14850
8623,1820,14851
8624,110,14852
8625,602,14853
8626,2480,14854
6377,2481,14855
8627,1868,14856
8628,29,14857
8629,33,14858
1495,953,14859
8630,4,14860
6931,1869,14861
8631,27,14862
8632,27,14863
165,33,14864
8633,1189,14865
8634,2393,14866
8635,953,14867
4059,21,14868
7352,953,14869
8636,118,14870
8637,27,14871
8638,2482,14872
8639,29,14873
8640,27,14874
708,2483,14875
8641,894,14876
8642,33,14877
8643,894,14878
8644,29,14879
8645,2015,14880
8646,2383,14881
8647,4,14882
8648,4,14883
7045,2383,14884
8649,4,14885
3381,4,14886
8650,4,14887
4389,4,14888
8651,4,14889
8652,4,14890
6645,2484,14891
8653,2486,14892
8654,752,14893
8655,75,14894
8656,10,14895
8657,4,14896
3215,2485,14897
2682,33,14898
8670,29,14899
6106,894,14900
6106,1180,14901
3169,39,14902
8671,10,14903
8672,18,14904
8673,27,14905
6153,2487,14906
8674,165,14907
8675,135,14908
8676,121,14909
8677,1022,14910
8678,4,14911
8679,137,14912
8680,743,14913
8681,9,14914
8682,4,14915
8683,563,14916
8684,2488,14917
5860,2489,14918
5105,2478,14919
106,2490,14920
657,2491,14921
6142,2492,14922
90,2493,14923
90,737,14924
8685,2494,14925
8686,110,14926
908,1189,14927
7973,2297,14928
3362,267,14929
2625,4,14930
8663,2445,14931
8669,1052,14932
1614,1052,14933
8664,4,14934
8667,27,14935
948,1714,14936
8665,1052,14937
8658,1052,14938
8660,1052,14939
8661,1052,14940
8668,189,14941
3450,4,14942
1642,118,14943
8662,33,14944
8659,1052,14945
2233,39,14946
2835,29,14947
5860,1777,14948
2384,522,14949
8687,579,14950
1417,2495,14951
8688,33,14952
8689,4,14953
8690,953,14954
3723,566,14955
8691,4,14956
3104,264,14957
8692,137,14958
8693,50,14959
8694,1901,14960
8694,743,14961
8695,165,14962
8696,1901,14963
8696,35,14964
8697,110,14965
8698,4,14966
8699,4,14967
8700,953,14968
8701,267,14969
8702,1901,14970
8703,35,14971
8704,1189,14972
8705,743,14973
8706,39,14974
8707,1057,14975
8708,1531,14976
90,2496,14977
4,2497,14978
3575,2498,14979
206,2499,14980
488,2500,14981
8709,2303,14982
6106,2303,14983
8710,894,14984
2206,2501,14985
8711,16,14986
8712,135,14987
8713,2488,14988
3408,2502,14989
8714,953,14990
8716,110,14991
8717,29,14992
1388,75,14993
5136,33,14994
1893,703,14995
8718,29,14996
147,719,14997
8719,118,14998
8720,85,14999
8721,110,15000
208,29,15001
8722,33,15002
17,563,15003
8723,188,15004
8724,4,15005
8725,156,15006
8726,21,15007
3215,2503,15008
8734,29,15009
5860,1412,15010
1656,602,15011
8617,10,15012
8743,110,15013
8617,110,15014
8727,110,15015
8728,110,15016
8729,110,15017
8730,455,15018
8731,110,15019
8732,110,15020
8733,4,15021
8733,110,15022
8735,110,15023
8736,60,15024
8737,110,15025
8738,60,15026
8739,110,15027
8740,110,15028
8741,33,15029
8742,4,15030
8744,110,15031
8745,110,15032
8746,33,15033
8747,110,15034
8748,1971,15035
8749,110,15036
8750,10,15037
8751,110,15038
8752,110,15039
8753,60,15040
8754,455,15041
8755,110,15042
8756,2504,15043
8757,110,15044
8758,33,15045
2723,27,15046
6968,2056,15047
6972,27,15048
6973,10,15049
2723,10,15050
8760,894,15051
2852,2505,15052
2569,563,15053
8761,188,15054
8762,4,15055
8763,25,15056
8764,29,15057
723,743,15058
5072,440,15059
8765,4,15060
8766,18,15061
488,2506,15062
8767,35,15063
8768,953,15064
8769,563,15065
8770,330,15066
8771,119,15067
8700,2507,15068
5860,2507,15069
90,1189,15070
5747,29,15071
2107,953,15072
903,953,15073
3575,953,15074
2384,4,15075
251,1249,15076
35,2086,15077
8042,2043,15078
3580,2508,15079
7252,92,15080
8772,21,15081
8773,1556,15082
8774,602,15083
8775,1302,15084
8776,4,15085
8777,60,15086
2577,1582,15087
8778,241,15088
8780,507,15089
1808,1582,15090
8366,110,15091
261,56,15092
852,1411,15093
5231,135,15094
2513,267,15095
8781,33,15096
3215,1484,15097
8782,455,15098
8783,602,15099
3131,50,15100
2600,563,15101
8779,1582,15102
8784,33,15103
8785,1388,15104
8786,4,15105
2769,25,15106
5606,428,15107
6106,570,15108
5606,2429,15109
123,136,15110
5029,1133,15111
8787,4,15112
8788,1901,15113
8789,2509,15114
8790,165,15115
8791,110,15116
8792,25,15117
8793,4,15118
8794,137,15119
8795,1189,15120
90,2510,15121
8796,33,15122
908,2511,15123
8797,2512,15124
8798,1189,15125
8799,135,15126
8800,2513,15127
8801,110,15128
8802,135,15129
8803,18,15130
4741,894,15131
5486,132,15132
8804,39,15133
1053,18,15134
8805,18,15135
8806,10,15136
8807,24,15137
8808,188,15138
8809,110,15139
465,137,15140
8810,563,15141
90,831,15142
1997,520,15143
1132,446,15144
8811,156,15145
4,107,15146
8812,10,15147
8813,186,15148
4,1399,15149
543,1820,15150
8814,752,15151
8815,10,15152
301,1461,15153
8816,186,15154
8817,110,15155
2429,953,15156
8818,75,15157
8819,186,15158
8820,446,15159
8821,2514,15160
8822,479,15161
8823,33,15162
8824,470,15163
8825,10,15164
8826,26,15165
6240,455,15166
8827,10,15167
8828,10,15168
8829,21,15169
8830,10,15170
8831,10,15171
8832,10,15172
5924,563,15173
8413,4,15174
5698,4,15175
8833,1971,15176
8834,137,15177
8835,2515,15178
8836,1901,15179
8837,4,15180
7260,2517,15181
8838,563,15182
8839,4,15183
8840,10,15184
8841,1189,15185
8842,29,15186
5072,2518,15187
8843,98,15188
8844,241,15189
8845,35,15190
8846,110,15191
1808,2519,15192
8847,29,15193
8848,135,15194
8849,16,15195
8850,563,15196
8851,1582,15197
19,563,15198
2034,1375,15199
908,135,15200
8110,4,15201
8871,110,15202
8870,110,15203
8869,110,15204
8868,4,15205
8867,110,15206
8866,110,15207
8865,10,15208
5144,110,15209
8861,110,15210
8864,110,15211
8622,110,15212
8863,4,15213
8862,135,15214
8860,27,15215
8855,110,15216
8859,110,15217
8858,110,15218
8857,110,15219
8856,110,15220
8854,110,15221
8853,4,15222
8852,4,15223
5313,1491,15224
8872,21,15225
4389,35,15226
55,2520,15227
119,1166,15228
8873,33,15229
3337,267,15230
8726,1461,15231
6797,1746,15232
8874,27,15233
8875,27,15234
8876,4,15235
1594,2521,15236
6106,2522,15237
908,2522,15238
1489,21,15239
2747,21,15240
8877,186,15241
8878,602,15242
8879,10,15243
8880,21,15244
5484,18,15245
6435,1189,15246
3048,954,15247
8569,267,15248
7078,30,15249
3575,110,15250
8055,137,15251
2147,267,15252
5751,1519,15253
5286,726,15254
3671,29,15255
9095,27,15256
9096,98,15257
9097,110,15258
9098,2516,15259
9099,953,15260
9100,4,15261
1489,2537,15262
9101,27,15263
9102,563,15264
9103,1746,15265
9104,4,15266
9105,1746,15267
9106,110,15268
9107,2538,15269
9108,1576,15270
9109,1189,15271
9110,563,15272
9111,27,15273
9112,27,15274
3575,2539,15275
9113,110,15276
5606,2540,15277
9114,21,15278
90,2541,15279
9115,4,15280
9116,563,15281
6810,2542,15282
9117,110,15283
9118,110,15284
9119,110,15285
9120,110,15286
9121,110,15287
9122,110,15288
9123,110,15289
9124,110,15290
8881,110,15291
8882,10,15292
8883,29,15293
8884,29,15294
8885,21,15295
8886,110,15296
8887,241,15297
8888,4,15298
8889,29,15299
8890,353,15300
8891,29,15301
8892,110,15302
8893,29,15303
8888,2524,15304
