porB,tbpB,ST
997,1471,10701
6280,953,10702
6281,738,10703
908,1461,10704
4160,33,10705
6282,1805,10706
6283,137,10707
6278,39,10708
5092,1662,10709
1766,4,10710
147,1881,10711
123,1331,10712
2429,272,10713
147,1882,10714
251,110,10715
6265,33,10716
6262,21,10717
6260,455,10718
6263,280,10719
6264,92,10720
6269,33,10721
6270,812,10722
161,903,10723
6257,33,10724
6266,455,10725
6261,280,10726
6267,21,10727
6268,21,10728
6258,455,10729
6259,280,10730
6256,148,10731
6271,21,10732
6272,33,10733
6273,455,10734
6274,33,10735
6284,33,10736
1199,1883,10737
5765,684,10738
5772,1892,10739
4116,1884,10740
4383,455,10741
6285,1885,10742
4270,1886,10743
6286,330,10744
6287,33,10745
6288,33,10746
6289,4,10747
6290,553,10748
90,1887,10749
6291,4,10750
6292,4,10751
6293,4,10752
6294,4,10753
90,1888,10754
6295,455,10755
6296,33,10756
6297,455,10757
4620,1889,10758
5221,1484,10759
124,1890,10760
37,1891,10761
6298,27,10762
2874,455,10763
6299,21,10764
1042,33,10765
1669,1893,10766
18,33,10767
6300,21,10768
6301,33,10769
6302,1659,10770
4669,1894,10771
6303,21,10772
6304,10,10773
6305,60,10774
4383,1895,10775
6306,455,10776
6307,29,10777
6309,110,10778
6310,110,10779
252,1896,10780
3448,1660,10781
6311,110,10782
6312,110,10783
6313,29,10784
6314,118,10785
6315,263,10786
6316,27,10787
6317,29,10788
6318,563,10789
6319,191,10790
6320,33,10791
6321,1195,10792
6322,21,10793
6323,139,10794
6324,118,10795
6325,33,10796
6326,263,10797
5129,1898,10798
6327,21,10799
6328,27,10800
6329,137,10801
6321,27,10802
6333,110,10803
6334,135,10804
6335,1779,10805
161,96,10806
35,197,10807
2396,1900,10808
6336,280,10809
6337,280,10810
6338,33,10811
6339,27,10812
6340,110,10813
6341,29,10814
6342,894,10815
6343,4,10816
5981,4,10817
5606,1901,10818
6344,563,10819
6346,29,10820
6347,4,10821
5888,1902,10822
6348,16,10823
6308,137,10824
1602,29,10825
3643,953,10826
982,27,10827
90,833,10828
3234,25,10829
2644,110,10830
3643,487,10831
6349,953,10832
134,743,10833
6330,110,10834
6331,137,10835
3381,137,10836
30,49,10837
5452,16,10838
14,1329,10839
6350,21,10840
6351,39,10841
6352,29,10842
6353,4,10843
6354,29,10844
6355,241,10845
5964,33,10846
1837,264,10847
442,21,10848
1873,264,10849
14,86,10850
158,25,10851
315,111,10852
103,112,10853
53,112,10854
217,103,10855
609,350,10856
6356,74,10857
6357,156,10858
6358,33,10859
6359,33,10860
217,1903,10861
147,1904,10862
6360,21,10863
6361,21,10864
6362,563,10865
6363,4,10866
6364,563,10867
4285,10,10868
558,110,10869
1718,27,10870
6365,740,10871
6384,107,10872
6385,4,10873
6366,1905,10874
35,1906,10875
1173,1905,10876
6370,1301,10877
90,1913,10878
3614,384,10879
35,1915,10880
4262,70,10881
4262,33,10882
1173,98,10883
6374,1910,10884
3614,1301,10885
6371,1912,10886
251,1909,10887
1173,1907,10888
642,1907,10889
6375,1055,10890
6376,1301,10891
1076,121,10892
6377,98,10893
6370,1910,10894
6378,136,10895
516,98,10896
302,33,10897
123,1369,10898
3615,1914,10899
6369,136,10900
90,136,10901
1173,136,10902
90,688,10903
6370,688,10904
3614,136,10905
6379,688,10906
6365,136,10907
516,1237,10908
6373,33,10909
90,740,10910
35,136,10911
3614,1355,10912
6380,262,10913
3614,1908,10914
6366,1907,10915
3614,715,10916
6381,740,10917
1173,1916,10918
581,32,10919
6367,136,10920
6366,121,10921
1076,1237,10922
6368,136,10923
251,1907,10924
1173,242,10925
6382,688,10926
2019,1911,10927
6372,1910,10928
251,1905,10929
6383,715,10930
516,1910,10931
251,15,10932
712,4,10933
6370,136,10934
3386,563,10935
5606,208,10936
6386,110,10937
6387,563,10938
343,29,10939
6388,110,10940
6389,18,10941
6390,272,10942
6227,18,10943
6391,263,10944
6392,29,10945
5028,29,10946
6393,563,10947
6394,137,10948
6395,27,10949
6396,75,10950
6397,953,10951
6398,738,10952
4715,29,10953
908,98,10954
1891,10,10955
609,1917,10956
6399,33,10957
3772,29,10958
2395,10,10959
4,953,10960
6400,21,10961
3075,110,10962
6401,137,10963
6402,29,10964
6403,33,10965
1808,1266,10966
28,1606,10967
4984,1116,10968
3395,563,10969
6404,118,10970
6405,330,10971
6406,21,10972
6408,4,10973
6407,350,10974
6409,455,10975
6406,1166,10976
6410,350,10977
6411,350,10978
6412,1919,10979
6412,1920,10980
6413,350,10981
6414,1490,10982
6415,27,10983
4,914,10984
868,261,10985
876,33,10986
3031,137,10987
3395,21,10988
90,1921,10989
2261,595,10990
6419,121,10991
4867,24,10992
1602,33,10993
4,24,10994
1125,836,10995
2269,1469,10996
6420,156,10997
5936,1783,10998
6421,241,10999
1753,4,11000
6422,33,11001
123,1488,11002
134,29,11003
6426,25,11004
6427,16,11005
22,241,11006
3264,1922,11007
1382,135,11008
361,60,11009
121,612,11010
6428,26,11011
1893,21,11012
3281,137,11013
3361,85,11014
6416,10,11015
6417,10,11016
609,58,11017
6418,10,11018
6423,110,11019
3362,110,11020
6424,110,11021
6425,29,11022
6434,29,11023
4873,4,11024
6435,186,11025
6426,137,11026
6430,110,11027
6432,98,11028
6433,27,11029
6431,110,11030
6436,6,11031
6437,272,11032
596,1923,11033
6440,1225,11034
49,1043,11035
6441,33,11036
123,1924,11037
1466,814,11038
6442,307,11039
6456,110,11040
6457,110,11041
6458,27,11042
6460,4,11043
6459,29,11044
6447,137,11045
6448,75,11046
6449,135,11047
6450,110,11048
6452,110,11049
6451,110,11050
6453,118,11051
6454,110,11052
6455,110,11053
23,110,11054
6438,4,11055
6439,110,11056
6443,137,11057
6444,272,11058
6445,33,11059
6446,1925,11060
6461,263,11061
6462,29,11062
1808,19,11063
14,1131,11064
6463,27,11065
6464,33,11066
6465,27,11067
6468,563,11068
6466,27,11069
6467,27,11070
6470,345,11071
6471,563,11072
511,33,11073
6469,25,11074
2627,33,11075
5266,1927,11076
2,1926,11077
2042,33,11078
6472,137,11079
6473,18,11080
732,135,11081
6474,29,11082
535,29,11083
1808,137,11084
1804,29,11085
1378,29,11086
5943,1746,11087
6582,894,11088
6094,4,11089
6583,186,11090
6584,186,11091
6585,137,11092
6586,29,11093
30,1928,11094
2915,1929,11095
6587,110,11096
6588,1930,11097
1489,1899,11098
6589,33,11099
435,29,11100
3592,563,11101
30,241,11102
5280,16,11103
1487,137,11104
6590,182,11105
6591,10,11106
6592,16,11107
6593,39,11108
1448,1931,11109
6475,21,11110
6476,1932,11111
6477,186,11112
6478,4,11113
6479,21,11114
6480,858,11115
1135,1933,11116
6481,21,11117
6482,137,11118
5228,21,11119
6483,33,11120
6478,1934,11121
6484,477,11122
6485,107,11123
6486,137,11124
6487,33,11125
6488,33,11126
6489,483,11127
6490,21,11128
206,1817,11129
6491,110,11130
1508,75,11131
3531,1935,11132
2035,215,11133
6492,1473,11134
6493,137,11135
1204,186,11136
6494,446,11137
1053,135,11138
6495,1936,11139
6496,110,11140
1891,483,11141
6497,186,11142
4179,186,11143
551,21,11144
6498,186,11145
6499,1780,11146
90,483,11147
90,913,11148
6500,156,11149
6501,33,11150
6502,186,11151
90,1937,11152
1226,1936,11153
6503,21,11154
3531,1780,11155
90,1938,11156
6504,1036,11157
6505,186,11158
6506,4,11159
6507,75,11160
2857,1939,11161
6508,446,11162
6509,1036,11163
6510,1940,11164
2857,4,11165
6511,186,11166
6512,186,11167
6513,1941,11168
1053,1942,11169
4639,4,11170
6514,33,11171
6515,1943,11172
6516,186,11173
6517,4,11174
1053,287,11175
6518,33,11176
6519,33,11177
4189,234,11178
1042,846,11179
1508,156,11180
2978,1336,11181
6520,1944,11182
246,1817,11183
6521,156,11184
6522,33,11185
6523,479,11186
1123,1036,11187
4,1945,11188
3531,473,11189
6524,1780,11190
6525,324,11191
6526,186,11192
6527,1946,11193
6528,477,11194
6529,21,11195
6530,4,11196
6531,186,11197
489,1945,11198
6532,33,11199
6533,33,11200
6534,1817,11201
3580,1945,11202
6535,33,11203
6593,26,11204
6594,188,11205
6594,953,11206
6595,563,11207
224,1963,11208
1973,4,11209
6596,60,11210
6536,234,11211
489,1947,11212
3531,1036,11213
3531,1948,11214
6537,1817,11215
6538,4,11216
5985,33,11217
6539,21,11218
6529,446,11219
6540,4,11220
6541,110,11221
6542,33,11222
6543,21,11223
6544,4,11224
1448,1583,11225
6545,4,11226
251,1921,11227
6546,186,11228
328,1830,11229
6547,1818,11230
581,1949,11231
147,566,11232
6548,446,11233
6549,4,11234
6550,667,11235
731,75,11236
1448,33,11237
5174,4,11238
6551,1091,11239
130,470,11240
2022,186,11241
1132,1950,11242
130,1951,11243
5692,186,11244
543,1952,11245
251,1036,11246
6552,75,11247
6059,4,11248
543,21,11249
6553,33,11250
6554,21,11251
1053,566,11252
1135,1953,11253
6555,446,11254
184,21,11255
489,186,11256
6556,543,11257
5471,1036,11258
6557,566,11259
6558,75,11260
6559,156,11261
6560,4,11262
90,566,11263
3029,1954,11264
6561,4,11265
6562,4,11266
609,137,11267
3318,4,11268
1448,137,11269
6563,4,11270
6564,367,11271
1448,1955,11272
6565,4,11273
6566,483,11274
6567,156,11275
6568,1355,11276
6569,858,11277
6570,1956,11278
866,526,11279
6571,156,11280
6572,4,11281
6573,186,11282
6574,1336,11283
1132,752,11284
6575,1957,11285
2869,1958,11286
6576,1959,11287
6577,1960,11288
1053,1961,11289
6578,119,11290
6579,4,11291
6580,1962,11292
6581,119,11293
6066,137,11294
5990,1960,11295
6597,241,11296
6598,171,11297
61,32,11298
4169,135,11299
2751,983,11300
6599,1964,11301
6600,4,11302
5943,1965,11303
6601,563,11304
6602,743,11305
6603,10,11306
6604,29,11307
6605,16,11308
6606,29,11309
6607,4,11310
6608,5,11311
6609,27,11312
6610,29,11313
4968,1655,11314
6618,1967,11315
6615,4,11316
6614,1966,11317
6611,126,11318
6613,4,11319
6619,18,11320
6620,118,11321
2237,29,11322
5526,29,11323
4,1189,11324
1460,110,11325
90,1458,11326
6621,752,11327
3337,29,11328
6622,4,11329
6623,1968,11330
6624,129,11331
6625,563,11332
6626,110,11333
6627,1189,11334
6628,291,11335
6629,1189,11336
6630,1131,11337
6631,4,11338
6632,33,11339
6633,29,11340
384,29,11341
5076,563,11342
6635,16,11343
6636,894,11344
6637,98,11345
6638,563,11346
147,386,11347
6639,1189,11348
6640,29,11349
6641,33,11350
18,1057,11351
6642,4,11352
4988,1969,11353
6643,110,11354
6644,16,11355
6645,29,11356
6646,1100,11357
6647,188,11358
3623,487,11359
252,1970,11360
2514,455,11361
6648,33,11362
6649,328,11363
851,1971,11364
6305,21,11365
6650,21,11366
852,186,11367
6651,1746,11368
6345,1972,11369
6652,137,11370
6653,602,11371
6654,186,11372
6655,4,11373
6656,10,11374
785,33,11375
6658,33,11376
96,1973,11377
6659,10,11378
6660,137,11379
6661,137,11380
6662,10,11381
6663,953,11382
6664,75,11383
6665,484,11384
6666,4,11385
6667,10,11386
1824,1974,11387
6668,10,11388
2212,21,11389
6657,156,11390
6669,4,11391
6671,29,11392
6672,25,11393
6673,75,11394
6674,4,11395
6675,137,11396
6676,1975,11397
6677,10,11398
4532,1308,11399
6678,752,11400
6679,10,11401
6680,10,11402
6681,10,11403
6682,507,11404
812,1488,11405
6683,35,11406
6684,98,11407
6685,29,11408
6686,110,11409
72,743,11410
5026,86,11411
4442,418,11412
6082,1005,11413
5943,39,11414
3575,1746,11415
6687,743,11416
908,1976,11417
6688,563,11418
6689,29,11419
6690,602,11420
851,953,11421
1142,24,11422
6691,129,11423
6692,121,11424
6693,137,11425
90,1977,11426
6694,35,11427
6695,1746,11428
6696,110,11429
6697,1746,11430
6698,743,11431
1763,1195,11432
15,39,11433
2461,19,11434
398,10,11435
5186,113,11436
2522,113,11437
4260,10,11438
6705,10,11439
6710,10,11440
6718,10,11441
6716,10,11442
6712,10,11443
6715,10,11444
6701,110,11445
6706,21,11446
6707,276,11447
6699,10,11448
6702,10,11449
6704,4,11450
6700,29,11451
6714,110,11452
6708,10,11453
6703,10,11454
6717,110,11455
6709,10,11456
6713,241,11457
6711,29,11458
389,10,11459
6719,39,11460
6720,188,11461
4263,1783,11462
6721,137,11463
6722,29,11464
1808,1978,11465
19,85,11466
29,1576,11467
6723,110,11468
6724,563,11469
6725,110,11470
6726,1189,11471
6727,27,11472
19,1979,11473
6728,10,11474
6729,39,11475
6730,39,11476
6720,33,11477
6731,4,11478
2042,1897,11479
1543,10,11480
1546,241,11481
252,156,11482
2550,10,11483
3687,21,11484
3762,3,11485
401,27,11486
4217,27,11487
6546,110,11488
6619,241,11489
6732,241,11490
6733,350,11491
1489,1980,11492
6734,110,11493
6735,110,11494
6736,110,11495
1785,1981,11496
6737,110,11497
6738,39,11498
6739,953,11499
6740,24,11500
6741,10,11501
6742,4,11502
3304,1036,11503
8,1057,11504
30,1057,11505
2206,743,11506
4,743,11507
2206,29,11508
348,263,11509
6743,1381,11510
584,33,11511
123,1562,11512
328,156,11513
1840,1749,11514
6744,4,11515
1602,579,11516
242,24,11517
6745,835,11518
2303,58,11519
6746,19,11520
6747,1149,11521
90,1982,11522
147,1409,11523
251,1983,11524
6748,953,11525
908,1984,11526
6749,1820,11527
2,1985,11528
6750,1057,11529
6751,16,11530
6752,1057,11531
6754,1057,11532
6755,1057,11533
6756,33,11534
6759,3,11535
6752,743,11536
6753,29,11537
6757,1057,11538
6758,16,11539
6752,27,11540
6760,10,11541
6761,16,11542
6762,33,11543
6763,1189,11544
6764,334,11545
6765,110,11546
6766,10,11547
6767,1587,11548
6768,137,11549
206,1917,11550
1808,186,11551
3283,110,11552
6769,29,11553
6770,1986,11554
6771,24,11555
5475,1987,11556
14,181,11557
1785,1180,11558
214,21,11559
124,1988,11560
6772,10,11561
3215,507,11562
6773,39,11563
6774,1189,11564
3,1989,11565
6775,29,11566
6776,25,11567
6777,1302,11568
6778,4,11569
2212,137,11570
6779,1868,11571
6780,4,11572
6781,961,11573
2872,996,11574
6782,137,11575
6783,189,11576
6784,137,11577
6785,110,11578
6786,110,11579
6787,29,11580
6788,137,11581
6789,825,11582
6785,27,11583
96,719,11584
5592,455,11585
6790,10,11586
6208,186,11587
6768,156,11588
6791,75,11589
6792,563,11590
22,33,11591
407,75,11592
6793,1189,11593
6794,470,11594
6795,29,11595
6796,29,11596
6797,4,11597
6798,1576,11598
6799,1990,11599
608,118,11600
1489,39,11601
407,98,11602
997,10,11603
2992,33,11604
5747,4,11605
6800,33,11606
488,1623,11607
6801,118,11608
6802,29,11609
301,367,11610
6803,5,11611
161,1189,11612
982,1992,11613
6804,110,11614
3448,1993,11615
6805,1991,11616
6806,137,11617
28,1994,11618
6807,5,11619
6808,21,11620
1449,738,11621
6809,4,11622
6205,21,11623
6810,602,11624
3029,1995,11625
6811,10,11626
596,6,11627
6812,563,11628
6813,563,11629
6814,110,11630
6815,1996,11631
6816,33,11632
6817,4,11633
6818,1178,11634
147,1997,11635
90,1330,11636
4907,748,11637
2680,21,11638
147,1547,11639
6819,110,11640
6820,110,11641
6821,110,11642
6822,110,11643
6823,33,11644
6824,110,11645
6281,10,11646
6825,738,11647
6826,110,11648
6827,738,11649
6828,738,11650
1050,4,11651
6830,507,11652
6832,137,11653
6833,825,11654
65,91,11655
6834,21,11656
6835,1972,11657
6836,33,11658
6837,1998,11659
6838,16,11660
242,137,11661
6839,1189,11662
488,1999,11663
6840,33,11664
2078,6,11665
6841,33,11666
6842,1189,11667
6843,29,11668
6847,10,11669
6848,29,11670
6849,10,11671
6850,10,11672
6829,25,11673
6851,39,11674
90,2000,11675
6852,563,11676
6853,165,11677
6844,4,11678
6831,25,11679
6845,16,11680
6854,10,11681
6855,4,11682
6612,4,11683
6856,4,11684
6616,4,11685
6857,110,11686
6858,110,11687
6859,110,11688
6860,4,11689
6861,110,11690
3278,110,11691
3031,563,11692
6862,137,11693
103,2001,11694
6863,165,11695
6864,186,11696
6865,894,11697
6866,27,11698
6867,138,11699
6868,1131,11700
6869,1131,11701
6870,1582,11702
1582,1131,11703
6871,2003,11704
6872,2004,11705
1183,1388,11706
4864,563,11707
1183,18,11708
6873,137,11709
206,2002,11710
6875,156,11711
6851,113,11712
6876,563,11713
6877,563,11714
6878,623,11715
6879,137,11716
6880,15,11717
35,2005,11718
123,2006,11719
6805,6,11720
2622,33,11721
6085,1388,11722
908,241,11723
908,188,11724
3040,33,11725
596,186,11726
3031,39,11727
147,2007,11728
5942,1388,11729
14,1582,11730
4340,1582,11731
6881,1133,11732
4086,4,11733
5879,33,11734
6171,507,11735
6471,1388,11736
5458,1388,11737
3336,110,11738
3671,137,11739
174,53,11740
6884,1388,11741
90,1388,11742
880,1914,11743
55,263,11744
124,4,11745
1615,18,11746
5879,4,11747
905,33,11748
59,1582,11749
6885,1388,11750
6886,110,11751
90,190,11752
908,1388,11753
6887,4,11754
3957,110,11755
2868,137,11756
65,2008,11757
4,1531,11758
2899,507,11759
1489,1189,11760
6888,294,11761
6889,186,11762
6890,52,11763
6891,110,11764
6892,110,11765
6893,29,11766
6894,21,11767
6895,137,11768
6897,563,11769
6898,33,11770
6015,1093,11771
488,119,11772
6896,1381,11773
14,2009,11774
6899,39,11775
6900,954,11776
6901,29,11777
6902,4,11778
14,2010,11779
28,86,11780
6767,1857,11781
2306,4,11782
6903,563,11783
6349,136,11784
1135,1989,11785
3201,29,11786
6846,33,11787
6904,953,11788
6905,1385,11789
2109,2011,11790
6906,738,11791
6907,110,11792
6908,33,11793
4160,21,11794
6909,10,11795
6882,2012,11796
6883,2013,11797
6910,137,11798
6911,1746,11799
6912,563,11800
6913,33,11801
6914,27,11802
6915,563,11803
6916,10,11804
6917,10,11805
6682,10,11806
760,752,11807
2708,894,11808
6918,4,11809
5698,894,11810
3743,29,11811
6919,241,11812
5155,2014,11813
4688,1459,11814
6920,563,11815
1577,33,11816
161,1881,11817
6921,28,11818
161,1993,11819
6922,241,11820
543,95,11821
5867,1459,11822
6923,137,11823
6924,1459,11824
6925,1488,11825
6925,1161,11826
6927,2015,11827
6928,563,11828
5720,2016,11829
6926,4,11830
6930,110,11831
6931,21,11832
6932,10,11833
6933,21,11834
6934,21,11835
6935,1998,11836
6936,135,11837
6937,25,11838
6938,29,11839
6939,110,11840
6940,1189,11841
563,894,11842
6941,27,11843
6942,29,11844
3575,29,11845
402,137,11846
6943,241,11847
6944,137,11848
19,1388,11849
1417,1353,11850
5877,1180,11851
6945,110,11852
511,1388,11853
5475,1388,11854
6947,137,11855
4,563,11856
6948,825,11857
2206,1057,11858
6949,27,11859
6950,1958,11860
6951,110,11861
4033,73,11862
4033,241,11863
147,2017,11864
6769,2018,11865
6952,241,11866
6953,19,11867
6954,1189,11868
4656,2019,11869
6955,1624,11870
6956,1447,11871
407,2020,11872
6957,324,11873
6921,25,11874
6958,2021,11875
6959,21,11876
4255,2022,11877
1796,1178,11878
6960,295,11879
6961,479,11880
1678,135,11881
4380,33,11882
6962,186,11883
6963,1958,11884
6964,33,11885
6965,1036,11886
3424,98,11887
6781,738,11888
3995,953,11889
6966,1036,11890
6397,156,11891
6967,186,11892
251,75,11893
1941,75,11894
6968,33,11895
6962,2023,11896
6969,2024,11897
6962,33,11898
6968,1473,11899
6970,526,11900
6971,33,11901
6970,2025,11902
6972,186,11903
6968,2026,11904
1941,186,11905
6962,75,11906
6974,33,11907
2328,2023,11908
3029,2024,11909
581,1473,11910
6975,33,11911
5547,2025,11912
581,2026,11913
6976,137,11914
6977,25,11915
6781,156,11916
6978,156,11917
6653,21,11918
6979,186,11919
6980,4,11920
6981,2027,11921
217,215,11922
328,186,11923
4,2028,11924
6982,110,11925
6983,21,11926
6016,1093,11927
6984,1036,11928
6985,33,11929
5924,1951,11930
6986,186,11931
6987,186,11932
536,16,11933
